Name,Age,Nationality,Fifa Score,Club,Value,Salary
N. Freire,23,Argentina,65,PEC Zwolle,€675K,€3K
V. Demarconnay,34,France,65,Paris FC,€220K,€2K
C. Chaplin,20,England,65,Portsmouth,€1.2M,€3K
V. Mogos,24,Romania,65,Ascoli,€575K,€1K
N. Bandiera,27,Argentina,65,Belgrano de Córdoba,€575K,€5K
C. Handke,28,Germany,65,1. FC Magdeburg,€450K,€1K
R. Allsop,25,England,65,Blackpool,€525K,€11K
Gus Ledes,24,Portugal,65,CF Reus Deportiu,€750K,€2K
M. Lowe,20,England,65,Derby County,€1.1M,€10K
D. Dussaut,22,France,65,Sint-Truidense VV,€625K,€3K
T. Schwede,23,Germany,65,1. FC Magdeburg,€750K,€1K
J. Adebanjo,23,Nigeria,65,Vitória Setúbal,€625K,€2K
G. Piesio,28,Poland,65,Arka Gdynia,€550K,€3K
B. Sankoh,25,Guinea,65,SM Caen,€575K,€6K
L. Chiaretti,29,Brazil,65,Cittadella,€525K,€1K
M. Petrasso,21,Canada,65,Queens Park Rangers,€800K,€6K
T. Lumanza,23,Belgium,65,Stabæk Fotball,€625K,€1K
G. Evans,29,England,65,Portsmouth,€400K,€4K
Jean Carlos,21,Brazil,65,Granada CF,€800K,€3K
G. Nijholt,27,Netherlands,65,NAC Breda,€550K,€3K
D. Albadoro,28,Italy,65,Ternana,€550K,€1K
A. Aguilar,28,Paraguay,65,,€0,€0.00
A. Salugin,28,Russia,65,Amkar Perm,€550K,€7K
L. Olaza,22,Uruguay,65,Talleres de Cordoba,€650K,€3K
Alex Rodríguez,23,Spain,65,Boavista FC,€700K,€2K
I. Azemi,25,Kosovo,65,Holstein Kiel,€675K,€4K
M. Mehlem,19,Germany,65,SV Darmstadt 98,€1.2M,€4K
F. Margiotta,23,Italy,65,FC Lausanne-Sports,€775K,€21K
M. Ali Yakoubi,26,Tunisia,65,Al Fateh,€550K,€8K
J. Onguéné,19,France,65,FC Red Bull Salzburg,€1M,€3K
C. Landu Landu,25,Norway,65,Tromsø IL,€600K,€2K
A. Pavlović,23,Serbia,65,FC København,€775K,€6K
M. Ullmann,21,Austria,65,LASK Linz,€725K,€4K
K. Guédé,32,Slovakia,65,SC Freiburg,€425K,€8K
A. Ponroy,31,France,65,Bourg en Bresse Péronnas 01,€375K,€2K
A. Østbø,26,Norway,65,Rosenborg BK,€500K,€2K
J. Mills,27,England,65,Perth Glory,€500K,€3K
R. Bocalon,28,Italy,65,Salernitana,€550K,€2K
R. Riski,25,Finland,65,SKN St. Pölten,€675K,€5K
L. Clarke,32,England,65,Sheffield United,€425K,€13K
Toni Villa,22,Spain,65,Real Valladolid,€925K,€3K
R. Rep,27,Slovenia,65,LASK Linz,€575K,€5K
M. Giordano,37,Argentina,65,Club Atlético Huracán,€40K,€2K
M. Lucero,27,Argentina,65,Banfield,€625K,€5K
J. Al-Hazaimeh,25,Germany,65,SC Preußen Münster,€550K,€1K
A. Wailbi,26,Saudi Arabia,65,Al Nassr,€525K,€10K
H. Sakhi,21,Morocco,65,AJ Auxerre,€775K,€4K
D. Holm,31,Norway,65,Vålerenga Fotball,€475K,€2K
S. Supple,30,Republic of Ireland,65,Bohemian FC,€400K,€1K
E. Legati,31,Italy,65,Vercelli,€375K,€1K
C. Ben Saada,33,Tunisia,65,ES Troyes AC,€325K,€7K
T. Erat,25,Azerbaijan,65,MSV Duisburg,€650K,€2K
Y. Otayn,26,Saudi Arabia,65,Ettifaq FC,€550K,€5K
D. Arapov,24,Russia,65,FC Ural,€550K,€6K
I. Boggino,31,Argentina,65,Temperley,€375K,€3K
Y. Maruyama,28,Japan,65,F.C. Tokyo,€450K,€3K
B. Jatta,19,Gambia,65,Hamburger SV,€1M,€6K
I. Ouédraogo,28,Burkina Faso,65,Wolfsberger AC,€550K,€5K
P. Azogue,22,Bolivia,65,,€0,€0.00
D. Atanga,20,Ghana,65,FC Red Bull Salzburg,€850K,€7K
J. van der Heyden,21,Netherlands,65,FC Twente,€725K,€3K
R. Ogawa,20,Japan,65,F.C. Tokyo,€800K,€2K
K. Dougall,24,Australia,65,Sparta Rotterdam,€600K,€3K
T. Nocchi,26,Italy,65,Perugia,€375K,€1K
M. Ahlschwede,27,Germany,65,Würzburger FV,€450K,€1K
J. Lolley,24,England,65,Huddersfield Town,€675K,€11K
D. Rodríguez,21,Argentina,65,River Plate,€875K,€4K
E. Güral,28,Turkey,65,Antalyaspor,€550K,€6K
A. Gerrard,31,Republic of Ireland,65,Oldham Athletic,€375K,€2K
K. N'Doram,21,France,65,AS Monaco,€825K,€6K
K. Yoshimoto,29,Japan,65,F.C. Tokyo,€475K,€3K
G. Liddle,31,England,65,Carlisle United,€375K,€4K
J. Torunarigha,19,Germany,65,Hertha BSC Berlin,€1M,€4K
P. Cutrone,19,Italy,65,Milan,€1.2M,€14K
B. Kee,26,Northern Ireland,65,Accrington Stanley,€650K,€4K
T. Yonemoto,26,Japan,65,F.C. Tokyo,€625K,€4K
R. Reid,28,England,65,Exeter City,€550K,€5K
M. Wanitzek,24,Germany,65,Karlsruher SC,€675K,€1K
A. Pnishi,26,Kosovo,65,Grasshopper Club Zürich,€550K,€5K
R. Boukari,30,Togo,65,La Berrichonne de Châteauroux,€500K,€2K
H. Fujiharu,28,Japan,65,Gamba Osaka,€425K,€4K
M. Schulze,28,Germany,65,Sportfreunde Lotte,€425K,€1K
D. Fox,33,England,65,Plymouth Argyle,€220K,€3K
M. Grimes,21,England,65,Northampton Town,€800K,€13K
G. Baldock,24,England,65,Sheffield United,€650K,€9K
J. Bartkowski,25,Poland,65,Wisła Kraków,€575K,€2K
N. Safronidi,33,Russia,65,FC Ufa,€210K,€7K
M. Cardona,21,Colombia,65,Chacarita Juniors,€925K,€3K
A. Vita,24,Italy,65,Cesena,€675K,€1K
P. Hartley,29,England,65,Motherwell,€425K,€3K
J. Słowik,25,Poland,65,Śląsk Wrocław,€475K,€2K
M. Rigione,26,Italy,65,Cesena,€525K,€5K
D. Dziwniel,24,Poland,65,Zagłębie Lubin,€575K,€2K
Kim Yong Dae,37,Korea Republic,65,Ulsan Hyundai Horang-i,€40K,€1K
A. El-Abd,32,Egypt,65,Wycombe Wanderers,€300K,€5K
B. Özbek,30,Germany,65,MSV Duisburg,€400K,€2K
J. Proctor,25,England,65,Rotherham United,€675K,€4K
O. Marciano,27,Israel,65,Hibernian,€450K,€2K
A. Scifo,29,Argentina,65,Temperley,€400K,€3K
Kim Jung Ya,29,Korea Republic,65,Gamba Osaka,€425K,€4K
C. Bell,30,Scotland,65,Kilmarnock,€350K,€2K
J. Allen,22,England,65,Burton Albion,€725K,€3K
M. Tishkin,27,Russia,65,FC SKA-Energiya Khabarovsk,€500K,€6K
G. Melkadze,20,Russia,65,FC Tosno,€875K,€12K
J. Świerczok,24,Poland,65,Zagłębie Lubin,€750K,€3K
M. Galmarini,35,Argentina,65,Club Atlético Tigre,€120K,€3K
M. Bader,20,Germany,65,Karlsruher SC,€800K,€1K
D. Andrew,26,England,65,Doncaster Rovers,€525K,€3K
H. Lybohy,33,France,65,Paris FC,€220K,€2K
M. Al Fehaid,27,Saudi Arabia,65,Al Fateh,€550K,€8K
M. Ambichl,26,Austria,65,SKN St. Pölten,€650K,€5K
R. Koch,31,Germany,65,FSV Zwickau,€475K,€1K
J. Fabri,23,France,65,Stade Brestois 29,€600K,€1K
J. Rask,28,Denmark,65,Hobro IK,€425K,€3K
M. Doyle,35,Republic of Ireland,65,Coventry City,€130K,€3K
N. Nyauza,27,South Africa,65,Orlando Pirates,€500K,€1K
H. Camara,33,France,65,Montreal Impact,€210K,€2K
C. Gratzei,35,Austria,65,SK Sturm Graz,€130K,€3K
M. Clarke,20,England,65,Portsmouth,€1.1M,€3K
A. Raineau,31,France,65,La Berrichonne de Châteauroux,€350K,€2K
C. Gutiérrez,27,Mexico,65,Puebla,€500K,€3K
R. Jaadi,22,Belgium,65,Royal Antwerp FC,€750K,€4K
L. Paz,28,Colombia,65,Deportes Tolima,€450K,€1K
J. Cooper,22,England,65,Millwall,€750K,€8K
D. Jones,20,United States,65,Philadelphia Union,€825K,€2K
A. Picchi,19,Italy,65,Empoli,€1M,€1K
K. Danso,18,Austria,65,FC Augsburg,€1M,€3K
Romário,24,Brazil,65,Kalmar FF,€750K,€2K
João Pedro,24,Brazil,65,Al Fateh,€700K,€8K
Anuar,22,Morocco,65,Real Valladolid,€750K,€2K
L. Caicedo,21,Colombia,65,Corporación Club Deportivo Tuluá,€925K,€1K
E. Wahlström,30,Sweden,65,BK Häcken,€400K,€2K
Z. Diabaté,28,Ivory Coast,65,Chamois Niortais FC,€425K,€2K
A. Al Owayshir,26,Saudi Arabia,65,Al Fateh,€500K,€6K
D. Cinaglia,23,Italy,65,Ascoli,€625K,€1K
S. Ernst,22,Germany,65,SpVgg Greuther Fürth,€825K,€4K
A. Vincent,23,France,65,AJ Auxerre,€800K,€2K
Nito Carbelho,25,Brazil,65,Avaí Futebol Clube,€600K,€5K
A. Bliznichenko,22,Ukraine,65,Kardemir Karabükspor,€725K,€4K
M. Hartel,21,Germany,65,1. FC Union Berlin,€875K,€7K
M. Fox,23,Wales,65,Sheffield Wednesday,€650K,€11K
F. Oyerze,29,Chile,65,Audax Italiano,€375K,€1K
A. Hanche-Olsen,20,Norway,65,Stabæk Fotball,€700K,€1K
D. Milović,23,Montenegro,65,Amkar Perm,€775K,€6K
L. Brown,26,England,65,Bristol Rovers,€450K,€3K
R. Gaddis,27,United States,65,Philadelphia Union,€450K,€2K
R. Colclough,22,England,65,Wigan Athletic,€825K,€4K
Javi Galán,22,Spain,65,Córdoba CF,€750K,€3K
V. Vukadinović,26,Serbia,65,Sparta Praha,€700K,€1K
G. Zárate,32,Argentina,65,FC Lausanne-Sports,€425K,€4K
E. Ávila,23,Argentina,65,SD Huesca,€825K,€5K
C. Bernardi,27,Argentina,65,Colon de Santa Fe,€575K,€4K
J. Leitón,23,Costa Rica,65,Minnesota Thunder,€700K,€2K
M. Sema,28,Sweden,65,Örebro SK,€550K,€2K
D. Potter,32,Republic of Ireland,65,Rotherham United,€300K,€4K
A. Vindheim,21,Norway,65,Malmö FF,€675K,€2K
L. Mutambala,24,DR Congo,65,Royal Excel Mouscron,€600K,€3K
D. Templeton,28,Scotland,65,Hamilton Academical FC,€550K,€3K
B. Cargill,21,England,65,Fleetwood Town,€850K,€11K
R. Shindo,21,Japan,65,Hokkaido Consadole Sapporo,€650K,€1K
G. Torres,21,Colombia,65,Atletico Nacional Medellin,€950K,€2K
M. N'Diaye,27,Mali,65,Royal Antwerp FC,€500K,€4K
Aridane,30,Spain,65,Albacete Balompié,€525K,€3K
G. Gigliotti,27,France,65,Ascoli,€525K,€1K
A. Panyukov,22,Russia,65,Zenit St. Petersburg,€800K,€14K
J. Wawrzyniak,33,Poland,65,Lechia Gdańsk,€210K,€3K
K. Omori,25,Japan,65,Vissel Kobe,€650K,€2K
M. Scavone,30,Italy,65,Parma,€500K,€2K
C. Winchester,24,Northern Ireland,65,Cheltenham Town,€700K,€4K
G. Williams,21,Wales,65,Fulham,€875K,€9K
F. Menig,23,Germany,65,SC Preußen Münster,€600K,€1K
K. Otani,28,Japan,65,Albirex Niigata,€425K,€2K
K. Pierie,16,Netherlands,65,SC Heerenveen,€950K,€1K
Ha Dae Sung,32,Korea Republic,65,FC Seoul,€400K,€3K
R. Dickson,30,England,65,Yeovil Town,€400K,€3K
Kike Barja,20,Spain,65,CA Osasuna,€875K,€3K
A. Nkaka,21,Belgium,65,Royal Excel Mouscron,€700K,€3K
S. Iocolano,27,Italy,65,Bari,€575K,€2K
Ronaldo,27,Brazil,65,Novara,€550K,€2K
M. Falkesgaard,26,Denmark,65,FC Midtjylland,€500K,€6K
Lee Jong Won,28,Korea Republic,65,Sangju Sangmu FC,€450K,€2K
B. Khadartsev,24,Russia,65,FC Anzhi Makhachkala,€750K,€6K
I. Karsanidis,24,Greece,65,Würzburger FV,€750K,€1K
Han Sang Wun,31,Korea Republic,65,Ulsan Hyundai Horang-i,€475K,€3K
Choi Jong Hoan,29,Korea Republic,65,Incheon United FC,€400K,€2K
A. Correa,23,Colombia,65,La Equidad,€700K,€1K
T. Nezuñir,29,Chile,65,CD Palestino,€400K,€2K
R. Bagadur,21,Croatia,65,Brescia,€725K,€1K
Oh Jae Suk,27,Korea Republic,65,Gamba Osaka,€500K,€4K
S. Maholli,24,Sweden,65,IK Sirius,€775K,€1K
E. Keleş,30,Turkey,65,Medicana Sivasspor,€525K,€5K
L. Velázquez,28,Argentina,65,Tiburones Rojos de Veracruz,€550K,€3K
D. Brückner,36,Germany,65,Rot-Weiß Erfurt,€60K,€1K
B. Moloney,28,Republic of Ireland,65,Northampton Town,€425K,€3K
D. Worrall,27,England,65,Port Vale,€575K,€5K
L. López,23,Mexico,65,Club León,€700K,€7K
T. Hasegawa,23,Japan,65,Kawasaki Frontale,€800K,€2K
J. Brown,28,England,65,Shrewsbury,€425K,€2K
A. Cisak,28,Australia,65,Sydney FC,€425K,€2K
L. Barnett,31,England,65,Northampton Town,€375K,€3K
A. Schalk,24,Netherlands,65,Ross County FC,€725K,€2K
R. Wolters,27,Netherlands,65,Dundee FC,€575K,€3K
F. Geraldoza,33,Chile,65,Santiago Wanderers,€220K,€2K
T. Aoki,27,Japan,65,Urawa Red Diamonds,€450K,€4K
J. Gatt,25,United States,65,Colorado Rapids,€650K,€3K
M. Viler,30,Slovenia,65,,€0,€0.00
F. Godoy,27,Argentina,65,Talleres de Cordoba,€550K,€4K
P. Mullins,25,United States,65,D.C. United,€700K,€3K
M. Wostry,24,Austria,65,FC Admira Wacker Mödling,€600K,€3K
Imanol García,21,Spain,65,Villarreal CF,€875K,€7K
J. Vunguidica,27,Angola,65,SV Sandhausen,€625K,€3K
A. Omrani,26,Algeria,65,Oldham Athletic,€650K,€2K
D. Flinta,33,Denmark,65,Silkeborg IF,€220K,€3K
P. Jaquez,21,Mexico,65,U.N.A.M.,€825K,€4K
M. Al Najrani,24,Saudi Arabia,65,Al Hilal,€750K,€9K
Everton,23,Brazil,65,CS Marítimo,€700K,€3K
Z. Loyd,29,United States,65,Atlanta United FC,€425K,€3K
A. Jackson,23,England,65,Barnsley,€675K,€3K
Rui Vieira,25,Portugal,65,Rio Ave FC,€475K,€2K
S. Galloway,22,Australia,65,Wellington Phoenix,€600K,€1K
J. Kjær,31,Denmark,65,Lyngby BK,€475K,€4K
Janota,30,Portugal,65,Tondela,€350K,€2K
Juanmi Callejón,30,Spain,65,Ettifaq FC,€500K,€5K
J. Harrop,21,England,65,Preston North End,€925K,€4K
R. Del Castillo,21,France,65,Nîmes Olympique,€875K,€12K
P. Frattali,31,Italy,65,Parma,€325K,€1K
B. Augustyn,29,Poland,65,Lechia Gdańsk,€425K,€3K
L. Schwechlen,28,France,65,Göztepe,€450K,€5K
J. Glinker,33,Germany,65,1. FC Magdeburg,€270K,€1K
G. Shitolo,27,South Africa,65,Orlando Pirates,€450K,€1K
R. Taylor,29,England,65,Plymouth Argyle,€550K,€4K
R. Mukhametshin,33,Russia,65,FC Tosno,€220K,€6K
R. Janssen,27,Netherlands,65,VVV-Venlo,€500K,€3K
R. O'Donnell,28,England,65,Rotherham United,€425K,€3K
J. Ayala,29,Argentina,65,Temperley,€375K,€3K
J. Sarnida,25,Chile,65,San Luis de Quillota,€475K,€1K
S. Mpontshane,31,South Africa,65,Orlando Pirates,€325K,€1K
K. Miyoshi,20,Japan,65,Kawasaki Frontale,€975K,€2K
S. Kind Mikalsen,24,Norway,65,Lillestrøm SK,€650K,€1K
M. Yaghoubi,22,Finland,65,HJK Helsinki,€750K,€1K
Thiago Xavier,33,Brazil,65,Valenciennes FC,€220K,€2K
T. Miyayoshi,24,Japan,65,Sanfrecce Hiroshima,€725K,€4K
E. Markov,22,Russia,65,FC Tosno,€775K,€6K
Alex,26,Brazil,65,Silkeborg IF,€600K,€4K
E. Schiavon,34,Italy,65,Ferrara (SPAL),€260K,€4K
M. Valjent,21,Slovakia,65,Ternana,€700K,€4K
H. Ekstein,26,South Africa,65,Kaizer Chiefs,€650K,€1K
Nacho,24,Spain,65,CD Numancia,€725K,€3K
Joni Montiel,18,Spain,65,Rayo Vallecano,€800K,€2K
T. Cancellotti,25,Italy,65,Brescia,€550K,€1K
M. Lackner,26,Austria,65,FC Admira Wacker Mödling,€550K,€3K
M. Abarhoun,28,Morocco,65,Moreirense FC,€450K,€2K
J. Trejo,25,Argentina,65,Independiente,€650K,€6K
J. Laporte,23,France,65,Clermont Foot 63,€725K,€2K
Kweon Han Jin,29,Korea Republic,65,Jeju United FC,€425K,€2K
E. Upson,27,England,65,Milton Keynes Dons,€500K,€4K
L. Jäger,23,Austria,65,1. FC Nürnberg,€625K,€3K
Mandi,28,Spain,65,UD Almería,€500K,€3K
S. Murray,23,Republic of Ireland,65,Colchester United,€725K,€4K
J. Campbell-Ryce,34,Jamaica,65,Barnet,€270K,€4K
D. Davydov,22,Russia,65,Spartak Moscow,€850K,€14K
S. Arai,28,Japan,65,Kawasaki Frontale,€375K,€2K
Barros,24,Brazil,65,Ventforet Kofu,€775K,€2K
I. Ediev,29,Russia,65,FC SKA-Energiya Khabarovsk,€475K,€6K
Z. Bytyqi,20,Norway,65,Viking FK,€1.2M,€1K
F. Rašić,25,Argentina,65,Arsenal Tula,€700K,€8K
M. Acosta,25,Paraguay,65,CD Once Caldas Manizales,€550K,€1K
Yoon Seung Won,22,Korea Republic,65,FC Seoul,€825K,€3K
C. Lanoas,25,Chile,65,CD Palestino,€475K,€1K
K. Murata,28,Japan,65,Shimizu S-Pulse,€550K,€2K
A. Annan,30,Ghana,65,HJK Helsinki,€400K,€1K
S. Wagstaff,27,England,65,Gillingham,€500K,€3K
A. Romero,27,Argentina,65,Montreal Impact,€575K,€3K
P. Lienhart,20,Austria,65,SC Freiburg,€850K,€22K
João Graça,22,Portugal,65,CD Feirense,€775K,€3K
P. Digby,22,England,65,Mansfield Town,€650K,€5K
A. Arrighini,27,Italy,65,Cittadella,€625K,€1K
D. Mancini,20,Argentina,65,Tours FC,€925K,€8K
K. Osborne,29,England,65,Grimsby Town,€425K,€4K
T. Naylor,26,England,65,Burton Albion,€650K,€4K
Edison Tarabai,31,Brazil,65,Al Batin,€475K,€5K
F. Schleusener,25,Germany,65,Karlsruher SC,€675K,€7K
J. Chabalala,25,South Africa,65,Orlando Pirates,€600K,€1K
P. Clarke,35,England,65,Oldham Athletic,€130K,€1K
B. Niňaj,23,Slovakia,65,Osmanlıspor,€625K,€4K
R. Perticone,30,Italy,65,Cesena,€400K,€1K
J. Yueill,20,United States,65,San Jose Earthquakes,€750K,€2K
O. Eddahri,26,Sweden,65,AFC Eskilstuna,€575K,€2K
F. Furlan,26,Italy,65,Brescia,€625K,€2K
Francisco Afonso,20,Portugal,65,FC Paços de Ferreira,€750K,€2K
C. Songkrasin,23,Thailand,65,Hokkaido Consadole Sapporo,€675K,€2K
Y. Hasegawa,29,Japan,65,Shimizu S-Pulse,€550K,€2K
I. Moro,23,Ghana,65,Silkeborg IF,€775K,€3K
C. Villanueva,33,Argentina,65,Bahía Blanca,€210K,€3K
M. Burch,33,United States,65,Minnesota Thunder,€210K,€2K
K. Álvarez,25,Mexico,65,Tiburones Rojos de Veracruz,€575K,€2K
T. Mickel,28,Germany,65,Hamburger SV,€375K,€7K
Moon Sang Yun,26,Korea Republic,65,Jeju United FC,€650K,€2K
U. Germano,25,Italy,65,Vercelli,€600K,€1K
A. Tamay,24,Mexico,65,Lobos de la BUAP,€750K,€14K
Isi Gómez,21,Spain,65,Granada CF,€1M,€3K
L. Gamba,30,Argentina,65,Unión de Santa Fe,€525K,€5K
Álex Craninx,21,Spain,65,Sparta Rotterdam,€675K,€2K
S. Laird,29,England,65,Forest Green,€400K,€5K
C. N'Toko,29,Belgium,65,NAC Breda,€425K,€3K
A. Riemann,25,Germany,65,LASK Linz,€650K,€5K
M. Catalán,24,Argentina,65,Estudiantes de La Plata,€600K,€4K
E. Marxen,26,Denmark,65,Randers FC,€550K,€4K
F. Liverstam,29,Sweden,65,Halmstads BK,€425K,€2K
J. Meza,23,Colombia,65,Águilas Doradas,€625K,€1K
Alex Pozo,18,Spain,65,Sevilla Atlético,€800K,€1K
J. Löhmannsröben,26,Germany,65,FC Carl Zeiss Jena,€550K,€1K
Z. Vanheusden,17,Belgium,65,Inter,€950K,€7K
Y. Barnawi,23,Saudi Arabia,65,Al Qadisiyah,€575K,€4K
K. Lejeune,32,France,65,AC Ajaccio,€425K,€2K
M. Palionis,30,Lithuania,65,SSV Jahn Regensburg,€400K,€3K
A. Fernández,29,Mexico,65,Necaxa,€375K,€12K
N. Jaadi,21,Morocco,65,Udinese,€800K,€7K
K. Moleko,27,South Africa,65,Kaizer Chiefs,€450K,€1K
J. Karlsson,28,Sweden,65,Jönköpings Södra IF,€450K,€1K
M. El Allouchi,22,Morocco,65,NAC Breda,€725K,€3K
A. Chambers,36,England,65,Walsall,€170K,€2K
M. Bossaerts,20,Belgium,65,KV Oostende,€650K,€3K
A. Revell,33,England,65,Northampton Town,€350K,€3K
K. Reid,29,England,65,Colchester United,€525K,€5K
R. König,34,Germany,65,FSV Zwickau,€280K,€1K
M. Marrone,30,Australia,65,Adelaide United,€400K,€2K
N. Đurđić,31,Serbia,65,Randers FC,€475K,€5K
K. Rindarøy,31,Norway,65,Molde FK,€350K,€2K
Adri Castellano,23,Spain,65,Granada CF,€675K,€3K
C. Brown,23,Australia,65,Brisbane Roar,€575K,€2K
M. Busch,22,Germany,65,1. FC Heidenheim,€650K,€4K
E. Álvarez,28,Paraguay,65,CD Once Caldas Manizales,€550K,€1K
N. Schindelholz,29,Switzerland,65,FC Luzern,€425K,€3K
B. Smith,23,Australia,65,Bournemouth,€700K,€13K
M. Bareiro,22,Argentina,65,Defensa y Justicia,€825K,€4K
I. Groothuizen,20,Netherlands,65,ADO Den Haag,€675K,€2K
J. González,25,Mexico,65,Necaxa,€575K,€4K
M. Calzada,27,Uruguay,65,Arsenal de Sarandí,€600K,€4K
D. Carney,33,Australia,65,Sydney FC,€325K,€3K
Ayala,24,Spain,65,Sint-Truidense VV,€575K,€3K
E. Miller,24,United States,65,Colorado Rapids,€575K,€2K
B. Woodburn,17,Wales,65,Liverpool,€1.1M,€15K
Y. Maruhashi,26,Japan,65,Cerezo Osaka,€525K,€2K
P. Larsen,28,Norway,65,SK Brann,€525K,€2K
D. Amankwaa,23,Denmark,65,FC København,€725K,€5K
S. Balić,27,Montenegro,65,Zagłębie Lubin,€450K,€3K
R. Framberger,21,Germany,65,FC Augsburg,€750K,€5K
C. Long,22,England,65,Northampton Town,€775K,€13K
M. Chemin,31,France,65,US Orléans Loiret Football,€375K,€2K
N. Sakemoto,32,Japan,65,Cerezo Osaka,€300K,€2K
K. Haraldseid,23,Norway,65,FK Haugesund,€625K,€1K
J. Blomberg,30,Sweden,65,AIK Solna,€500K,€3K
Y. Mena,27,Colombia,65,Atlético Huila,€575K,€1K
J. Komar,20,Argentina,65,Talleres de Cordoba,€925K,€3K
O. Tapiano,25,Chile,65,Club de Deportes Temuco,€600K,€1K
R. Manning,21,Republic of Ireland,65,Queens Park Rangers,€825K,€6K
M. Honsak,20,Austria,65,SCR Altach,€800K,€7K
Rodrigo,24,Brazil,65,CD Aves,€625K,€3K
C. Ribeiro,27,Wales,65,Oxford United,€500K,€3K
T. Rühle,26,Germany,65,SC Preußen Münster,€575K,€1K
D. Volaš,30,Slovenia,65,Sparta Rotterdam,€525K,€4K
D. Follonier,23,Switzerland,65,FC Luzern,€825K,€3K
A. Ogogo,27,England,65,Shrewsbury,€550K,€2K
Park Soo Chang,28,Korea Republic,65,Sangju Sangmu FC,€550K,€2K
J. Andersen,24,Denmark,65,Hammarby IF,€750K,€2K
E. Ávila,30,Colombia,65,Jaguares Fútbol Club,€400K,€1K
S. Skrabb,22,Finland,65,IFK Norrköping,€800K,€2K
D. Guba,26,Slovakia,65,Termalica Bruk-Bet Nieciecza,€625K,€2K
V. Fabris,24,Italy,65,F.B.C. Unione Venezia,€675K,€2K
L. Neagle,30,United States,65,Seattle Sounders FC,€500K,€3K
A. Al Sulayhim,23,Saudi Arabia,65,Al Shabab,€625K,€7K
M. Altıntaş,21,Turkey,65,Evkur Yeni Malatyaspor,€850K,€8K
B. Kamau,22,Australia,65,Melbourne City,€725K,€4K
S. Mai,23,Germany,65,SC Preußen Münster,€625K,€1K
E. Birniçan,28,Turkey,65,Kasimpaşa SK,€375K,€4K
O. Banks,24,England,65,Oldham Athletic,€675K,€2K
J. Al Bishi,30,Saudi Arabia,65,Al Taawoun,€400K,€6K
J. Oremo,30,Sweden,65,Halmstads BK,€525K,€2K
S. Bain,25,Scotland,65,Dundee FC,€525K,€2K
A. Razak,24,Ivory Coast,65,AFC Eskilstuna,€750K,€2K
C. Walton,21,England,65,Wigan Athletic,€975K,€7K
C. Donis,22,Greece,65,Panathinaikos FC,€850K,€1K
M. Tounkara,21,Senegal,65,Lazio,€975K,€10K
J. Caenepeel,20,Belgium,65,Excelsior,€800K,€3K
T. Kutumela,23,South Africa,65,Orlando Pirates,€725K,€1K
P. Pomykal,17,United States,65,FC Dallas,€725K,€2K
M. Ligoule,34,France,65,US Orléans Loiret Football,€160K,€2K
E. Brítez,25,Argentina,65,Unión de Santa Fe,€575K,€4K
C. Bassogog,21,Cameroon,65,,€0,€0.00
N. Gunnarsson,26,Norway,65,Djurgårdens IF,€550K,€2K
C. Valoyes,33,Colombia,65,Patriotas Boyacá FC,€350K,€1K
E. Córdoba,23,Colombia,65,Independiente Medellín,€600K,€1K
Oh Chang Hyeon,25,Korea Republic,65,Pohang Steelers,€700K,€3K
S. Peña,21,Peru,65,,€0,€0.00
K. Das Neves,31,France,65,La Berrichonne de Châteauroux,€375K,€2K
N. Rnić,32,Serbia,65,Wolfsberger AC,€300K,€4K
A. Ježina,28,Croatia,65,Royal Antwerp FC,€425K,€3K
B. Rymaniak,27,Poland,65,Korona Kielce,€450K,€2K
D. Marsura,23,Italy,65,F.B.C. Unione Venezia,€700K,€2K
D. Poleon,23,England,65,Bradford City,€775K,€4K
H. Fertoli,22,Argentina,65,Newell's Old Boys,€825K,€4K
S. Deliktaş,30,Turkey,65,Kardemir Karabükspor,€525K,€5K
Jhonatan,26,Brazil,65,Moreirense FC,€450K,€2K
I. Doumbia,19,Ivory Coast,65,SV Zulte-Waregem,€825K,€3K
L. Wilson,29,England,65,Port Vale,€400K,€5K
